,,,,,,,
,Porcentaje de mujeres  que han vivido violencia psicológica  en el ámbito familiar,,,,,,
,,,,,,,
,Período ,Desagregación,"Estimación
(Porcentaje)","Error estándar 
","Límite inferior
(Porcentaje)","Límite superior 
(Porcentaje)","Coeficiente de variación
"
,2019,Nacional ,11.1%,0.004,0.103,0.119,0.038
,,Urbana ,11.1%,0.005,0.101,0.121,0.046
,,Rural ,11.3%,0.007,0.099,0.127,0.064
,,Sierra,13.3%,0.006,0.121,0.144,0.045
,,Costa ,8.9%,0.006,0.076,0.102,0.072
,,Amazonía,13.4%,0.008,0.118,0.149,0.059
,,Insular,6.4%,0.012,0.040,0.087,0.188
,,Azuay,16.1%,0.017,0.128,0.194,0.104
,,Bolívar,9.5%,0.020,0.055,0.135,0.214
,,Cañar,16.8%,0.019,0.132,0.204,0.110
,,Carchi,8.5%,0.013,0.059,0.111,0.157
,,Cotopaxi,12.9%,0.020,0.089,0.168,0.157
,,Chimborazo,9.9%,0.019,0.061,0.137,0.196
,,El Oro,9.3%,0.013,0.066,0.119,0.145
,,Esmeraldas,8.5%,0.012,0.061,0.109,0.143
,,Guayas,10.6%,0.011,0.084,0.128,0.105
,,Imbabura,15.3%,0.016,0.121,0.185,0.107
,,Loja,10.8%,0.014,0.081,0.136,0.129
,,Los Rios,4.4%,0.008,0.028,0.060,0.184
,,Manabí,6.9%,0.013,0.044,0.094,0.186
,,Morona Santiago,15.5%,0.022,0.113,0.197,0.139
,,Napo,13.9%,0.019,0.101,0.177,0.139
,,Pastaza,21.2%,0.023,0.168,0.257,0.106
,,Pichincha,13.7%,0.012,0.114,0.160,0.085
,,Tungurahua,14.0%,0.016,0.109,0.170,0.113
,,Zamora Chinchipe,13.3%,0.023,0.087,0.179,0.176
,,Galápagos,6.4%,0.012,0.040,0.087,0.188
,,Sucumbíos,11.2%,0.016,0.082,0.143,0.138
,,Orellana,7.3%,0.016,0.042,0.104,0.217
,,Santo Domingo de los Tsáchilas,10.0%,0.017,0.067,0.133,0.168
,,Santa Elena,7.4%,0.009,0.056,0.092,0.123
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
