,,,,,,,,,,,
, Porcentaje de mujeres que han vivido violencia física  en el ámbito educativo,,,,,,,,,,
,,,,,,,,,,,
,Período ,Desagregación,"Estimación
(Porcentaje)","Error estándar 
","Límite inferior
(Porcentaje)","Límite superior 
(Porcentaje)","Coeficiente de variación
",,,,
,2019,Nacional ,6.8%,0.004,0.060,0.076,0.057,,,,
,,Urbana ,5.6%,0.004,0.048,0.064,0.073,,,,
,,Rural ,9.9%,0.009,0.082,0.117,0.089,,,,
,,Sierra,8.4%,0.006,0.072,0.096,0.073,,,,
,,Costa ,5.2%,0.005,0.042,0.063,0.103,,,,
,,Amazonía,8.6%,0.007,0.072,0.101,0.084,,,,
,,Insular,3.3%,0.007,0.018,0.047,0.225,,,,
,,Azuay,9.3%,0.017,0.059,0.126,0.186,,,,
,,Bolívar,6.5%,0.013,0.040,0.090,0.197,,,,
,,Cañar,10.2%,0.022,0.058,0.145,0.218,,,,
,,Carchi,6.3%,0.015,0.035,0.092,0.232,,,,
,,Cotopaxi,14.0%,0.025,0.092,0.188,0.176,,,,
,,Chimborazo,9.6%,0.020,0.056,0.135,0.211,,,,
,,El Oro,5.3%,0.011,0.032,0.075,0.205,,,,
,,Esmeraldas,9.6%,0.015,0.066,0.126,0.161,,,,
,,Guayas,5.6%,0.009,0.038,0.074,0.166,,,,
,,Imbabura,9.7%,0.014,0.070,0.123,0.142,,,,
,,Loja,8.4%,0.012,0.059,0.108,0.148,,,,
,,Los Rios,3.2%,0.008,0.017,0.048,0.247,,,,
,,Manabí,4.0%,0.008,0.023,0.056,0.213,,,,
,,Morona Santiago,8.6%,0.018,0.051,0.121,0.207,,,,
,,Napo,7.4%,0.013,0.049,0.100,0.174,,,,
,,Pastaza,10.8%,0.017,0.074,0.142,0.162,,,,
,,Pichincha,7.4%,0.012,0.051,0.098,0.162,,,,
,,Tungurahua,8.7%,0.014,0.059,0.114,0.161,,,,
,,Zamora Chinchipe,7.9%,0.018,0.044,0.114,0.224,,,,
,,Galápagos,3.3%,0.007,0.018,0.047,0.225,,,,
,,Sucumbíos,12.1%,0.020,0.083,0.159,0.161,,,,
,,Orellana,3.6%,0.010,0.016,0.056,0.288,,,,
,,Santo Domingo de los Tsáchilas,5.4%,0.014,0.027,0.080,0.250,,,,
,,Santa Elena,3.3%,0.005,0.022,0.044,0.164,,,,
,,,,,,,,,,,
