,,,,,,,
,Porcentaje de mujeres que han vivido violencia sexual  en el ámbito familiar,,,,,,
,,,,,,,
,Período ,Desagregación,"Estimación
","Error estándar 
","Límite inferior
","Límite superior 
","Coeficiente de variación
"
,2019,Nacional ,3.7%,0.002,0.032,0.042,0.066
,,Urbana ,3.9%,0.003,0.034,0.045,0.074
,,Rural ,3.1%,0.004,0.022,0.039,0.141
,,Sierra,3.8%,0.004,0.031,0.045,0.093
,,Costa ,3.4%,0.004,0.027,0.041,0.108
,,Amazonía,5.8%,0.005,0.049,0.068,0.084
,,Insular,3.2%,0.009,0.014,0.049,0.278
,,Azuay,4.4%,0.009,0.026,0.062,0.212
,,Bolívar,0.8%,0.003,0.002,0.015,0.402
,,Cañar,6.6%,0.013,0.040,0.092,0.200
,,Carchi,2.6%,0.008,0.011,0.041,0.300
,,Cotopaxi,1.8%,0.008,0.002,0.034,0.465
,,Chimborazo,0.3%,0.002,-0.001,0.008,0.709
,,El Oro,6.0%,0.012,0.035,0.084,0.208
,,Esmeraldas,3.4%,0.006,0.021,0.047,0.190
,,Guayas,3.6%,0.006,0.023,0.048,0.175
,,Imbabura,5.1%,0.010,0.031,0.071,0.201
,,Loja,4.3%,0.008,0.026,0.059,0.195
,,Los Rios,1.8%,0.004,0.010,0.026,0.235
,,Manabí,2.3%,0.006,0.011,0.036,0.267
,,Morona Santiago,8.7%,0.014,0.058,0.115,0.167
,,Napo,4.4%,0.010,0.024,0.064,0.228
,,Pastaza,5.4%,0.010,0.035,0.074,0.184
,,Pichincha,4.3%,0.007,0.029,0.058,0.167
,,Tungurahua,2.1%,0.005,0.010,0.031,0.253
,,Zamora Chinchipe,6.5%,0.014,0.037,0.093,0.218
,,Galápagos,3.2%,0.009,0.014,0.049,0.278
,,Sucumbíos,5.4%,0.011,0.032,0.076,0.208
,,Orellana,3.9%,0.006,0.027,0.052,0.163
,,Santo Domingo de los Tsáchilas,5.2%,0.013,0.026,0.077,0.249
,,Santa Elena,4.4%,0.007,0.031,0.057,0.153
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
