,,,,,,,
,Porcentaje de mujeres  que han vivido violencia psicológica  en el ámbito laboral,,,,,,
,,,,,,,
,Período ,Desagregación,"Estimación
(Porcentaje)","Error estándar 
","Límite inferior
(Porcentaje)","Límite superior 
(Porcentaje)","Coeficiente de variación
"
,2019,Nacional ,17.2%,0.007,0.158,0.187,0.043
,,Urbana ,18.4%,0.009,0.166,0.202,0.051
,,Rural ,13.9%,0.011,0.117,0.160,0.079
,,Sierra,20.2%,0.011,0.181,0.223,0.053
,,Costa ,14.7%,0.011,0.126,0.169,0.075
,,Amazonía,17.7%,0.014,0.150,0.204,0.077
,,Insular,15.2%,0.030,0.093,0.210,0.197
,,Azuay,20.5%,0.027,0.152,0.258,0.132
,,Bolívar,10.5%,0.026,0.054,0.157,0.247
,,Cañar,24.1%,0.042,0.160,0.322,0.172
,,Carchi,15.8%,0.029,0.101,0.214,0.183
,,Cotopaxi,15.3%,0.030,0.094,0.212,0.196
,,Chimborazo,10.5%,0.027,0.053,0.157,0.252
,,El Oro,17.1%,0.029,0.113,0.228,0.172
,,Esmeraldas,18.1%,0.026,0.131,0.232,0.142
,,Guayas,17.5%,0.019,0.138,0.213,0.110
,,Imbabura,17.0%,0.025,0.121,0.220,0.149
,,Loja,18.6%,0.030,0.126,0.246,0.164
,,Los Rios,9.0%,0.016,0.059,0.120,0.173
,,Manabí,8.3%,0.018,0.047,0.119,0.220
,,Morona Santiago,15.9%,0.034,0.093,0.226,0.214
,,Napo,13.9%,0.029,0.083,0.195,0.205
,,Pastaza,22.6%,0.030,0.166,0.286,0.135
,,Pichincha,23.1%,0.021,0.191,0.272,0.089
,,Tungurahua,20.1%,0.026,0.149,0.252,0.132
,,Zamora Chinchipe,15.9%,0.038,0.085,0.233,0.237
,,Galápagos,15.2%,0.030,0.093,0.210,0.197
,,Sucumbíos,21.6%,0.034,0.149,0.282,0.157
,,Orellana,14.3%,0.024,0.096,0.191,0.170
,,Santo Domingo de los Tsáchilas,21.5%,0.030,0.157,0.274,0.139
,,Santa Elena,11.9%,0.016,0.087,0.151,0.136
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
