;;;;;;;;;
;Confianza en la Defensoría Pública;;;;;;;;
;;;;;;;;;
;Periodo ;Desagregación;Estimación;Error estándar ;Límite inferior ;Límite superior ;Coeficiente de variación;Numerador muestral;Denominador muestral 
;2015;Nacional ;5,89;0,032;5,83;5,96;0,54;262.183;44.629
;;Urbana ;5,92;0,040;5,85;6,00;0,67;173.842;29.494
;;Rural ;5,81;0,047;5,71;5,90;0,82;88.341;15.135
;2016;Nacional ;5,77;0,036;5,70;5,85;0,63;134.101;23.208
;;Urbana ;5,74;0,039;5,67;5,82;0,69;93.449;16.290
;;Rural ;5,86;0,082;5,70;6,02;1,40;40.652;6.918
;2017;Nacional ;5,75;0,035;5,68;5,82;0,61;147.299;25.402
;;Urbana ;5,70;0,044;5,61;5,79;0,77;99.383;17.323
;;Rural ;5,87;0,052;5,77;5,98;0,89;47.916;8.079
;2018;Nacional ;5,79;0,048;5,70;5,88;0,82;53.186;9.013
;;Urbana ;5,73;0,058;5,61;5,84;1,02;33.442;5.715
;;Rural ;5,97;0,077;5,82;6,12;1,28;19.744;3.298
;2019;Nacional ;5,14;0,032;5,08;5,20;0,62;54.536;10.534
;;Urbana ;5,09;0,040;5,01;5,17;0,79;34.342;6.693
;;Rural ;5,25;0,048;5,16;5,35;0,92;20.194;3.841
;2020;Nacional ;5,27;0,049;5,18;5,37;0,93;75.634;13.916
;;Urbana ;5,14;0,065;5,01;5,27;1,27;29.962;5.718
;;Rural ;5,59;0,051;5,49;5,69;0,91;45.672;8.198
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
