;;;;;;;;;
;Tasa bruta de matrícula en secundaria ;;;;;;;;
;;;;;;;;;
;Periodo ;Desagregación;"Estimación
(Porcentaje)";"Error estándar 
";"Límite inferior
(Porcentaje)";"Límite superior 
(Porcentaje)";"Coeficiente de variación
(Porcentaje)";Numerador muestral;Denominador muestral 
;2007;Nacional ;84,15;0,010;82,25;86,05;1,15;8.579;10.489
;;Urbana ;94,56;0,013;92,07;97,05;1,34;5.162;5.421
;;Rural ;66,36;0,015;63,43;69,30;2,26;3.417;5.068
;2008;Nacional ;84,62;0,009;82,85;86,38;1,06;9.199;11.057
;;Urbana ;93,56;0,012;91,31;95,82;1,23;5.340;5.610
;;Rural ;69,98;0,014;67,26;72,69;1,98;3.859;5.447
;2009;Nacional ;87,17;0,009;85,42;88,92;1,02;9.313;10.859
;;Urbana ;94,23;0,012;91,95;96,50;1,23;5.280;5.555
;;Rural ;75,42;0,014;72,77;78,07;1,79;4.033;5.304
;2010;Nacional ;92,21;0,009;90,47;93,95;0,96;10.079;11.263
;;Urbana ;99,48;0,011;97,25;101,70;1,14;5.621;5.709
;;Rural ;80,36;0,014;77,69;83,02;1,69;4.458;5.554
;2011;Nacional ;95,18;0,012;92,89;97,47;1,23;8.231;8.737
;;Urbana ;101,59;0,015;98,62;104,57;1,49;4.883;4.810
;;Rural ;84,15;0,016;80,96;87,34;1,93;3.348;3.927
;2012;Nacional ;93,81;0,009;92,13;95,50;0,92;9.045;9.618
;;Urbana ;98,61;0,010;96,59;100,63;1,04;5.090;5.056
;;Rural ;86,12;0,015;83,16;89,09;1,75;3.955;4.562
;2013;Nacional ;95,67;0,008;94,17;97,18;0,80;10.472;11.134
;;Urbana ;98,90;0,010;96,89;100,91;1,04;5.586;5.615
;;Rural ;90,08;0,011;87,86;92,30;1,25;4.886;5.519
;2014;Nacional ;97,09;0,008;95,45;98,72;0,86;15.725;15.983
;;Urbana ;100,85;0,011;98,67;103,03;1,10;8.797;8.571
;;Rural ;90,50;0,013;88,04;92,97;1,39;6.928;7.412
;2015;Nacional ;98,29;0,0069;96,93;99,64;0,70;14.773;14.872
;;Urbana ;101,55;0,0083;99,92;103,19;0,82;8.409;8.189
;;Rural ;92,30;0,0120;89,96;94,65;1,30;6.364;6.683
;2016;Nacional ;99,56;0,008;97,95;101,16;0,82;15.197;15.117
;;Urbana ;102,86;0,009;101,02;104,71;0,91;8.652;8.318
;;Rural ;93,24;0,015;90,22;96,26;1,65;6.545;6.799
;2017;Nacional ;98,63;0,008;97,01;100,26;0,84;14.552;14.455
;;Urbana ;102,27;0,010;100,34;104,20;0,96;8.286;7.966
;;Rural ;91,89;0,015;89,04;94,74;1,58;6.266;6.489
;2018;Nacional ;99,91;0,009;98,20;101,62;0,87;12.503;12.176
;;Urbana ;103,15;0,011;101,02;105,29;1,05;6.893;6.555
;;Rural ;94,54;0,014;91,71;97,36;1,52;5.610;5.621
;2019;Nacional ;99,90;0,009;98,23;101,57;0,85;4.871;4.844
;;Urbana ;102,99;0,011;100,79;105,18;1,09;2.872;2.755
;;Rural ;94,73;0,013;92,17;97,30;1,38;1.999;2.089
;2020;Nacional ;97,86;0,012;95,52;100,19;1,21;2.484;2.513
;;Urbana ;99,24;0,016;96,02;102,45;1,65;913;894
;;Rural ;95,35;0,016;92,27;98,43;1,65;1.571;1.619
