;;;;;;;;;
;Calificación a la educación pública en el área rural ;;;;;;;;
;;;;;;;;;
;Periodo ;Desagregación;"Estimación
";"Error estándar 
";"Límite inferior
";"Límite superior 
";"Coeficiente de variación
";Numerador muestral;Denominador muestral 
;2011;Nacional ;6,95;0,031;6,89;7,01;0,44;157.312;80.504
;;Urbana ;6,96;0,039;6,88;7,04;0,56;94.982;20.074
;;Rural ;6,91;0,043;6,83;6,99;0,62;62.330;16.158
;2012;Nacional ;7,09;0,030;7,03;7,15;0,42;155.519;71.183
;;Urbana ;7,07;0,037;7,00;7,14;0,52;99.330;18.999
;;Rural ;7,16;0,041;7,08;7,24;0,58;56.190;14.194
;2013;Nacional ;7,29;0,030;7,23;7,35;0,42;182.875;81.386
;;Urbana ;7,29;0,038;7,22;7,37;0,52;108.764;21.097
;;Rural ;7,27;0,049;7,18;7,37;0,67;74.112;17.100
;2014;Nacional ;7,39;0,025;7,34;7,44;0,34;294.535;115.298
;;Urbana ;7,43;0,032;7,37;7,49;0,43;186.644;33.034
;;Rural ;7,29;0,035;7,22;7,36;0,49;107.891;21.666
;2015;Nacional ;7,28;0,024;7,23;7,33;0,33;292.525;114.989
;;Urbana ;7,25;0,030;7,19;7,31;0,41;185.615;33.335
;;Rural ;7,35;0,040;7,27;7,43;0,55;106.910;21.653
;2016;Nacional ;7,34;0,029;7,29;7,40;0,40;160.337;58.053
;;Urbana ;7,34;0,035;7,27;7,41;0,47;108.906;18.377
;;Rural ;7,35;0,052;7,25;7,45;0,71;51.431;9.613
;2017;Nacional ;7,27;0,032;7,21;7,34;0,44;166.857;58.888
;;Urbana ;7,21;0,037;7,14;7,29;0,51;111.321;18.813
;;Rural ;7,42;0,063;7,30;7,55;0,84;55.536;9.878
;2018;Nacional ;7,81;0,044;7,72;7,89;0,57;34.767;5.523
;;Urbana ;7,75;0,053;7,64;7,85;0,68;21.115;3.388
;;Rural ;7,95;0,081;7,79;8,11;1,02;13.653;2.135
;2019;Nacional ;7,88;0,030;7,82;7,94;0,39;30.294;3.825
;;Urbana ;7,79;0,038;7,72;7,87;0,48;18.459;2.361
;;Rural ;8,09;0,049;7,99;8,18;0,61;11.835;1.464
;2020;Nacional ;7,71;0,050;7,61;7,80;0,65;29.928;15.318
;;Urbana ;7,66;0,074;7,51;7,80;0,97;10.503;5.963
;;Rural ;7,79;0,046;7,70;7,88;0,59;19.425;9.355
