;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Confianza en el Consejo de la Judicatura;;;;;;;;
;;;;;;;;;
;Periodo ;Desagregación;Estimación;Error estándar ;Límite inferior ;Límite superior ;Coeficiente de variación;Numerador muestral;Denominador muestral 
;2015;Nacional ;5,92;0,031;5,86;5,98;0,52;265.918;44.926
;;Urbana ;5,94;0,039;5,86;6,02;0,66;175.834;29.672
;;Rural ;5,88;0,044;5,79;5,96;0,76;90.084;15.254
;2016;Nacional ;5,85;0,035;5,78;5,92;0,60;136.025;23.321
;;Urbana ;5,81;0,037;5,74;5,89;0,63;94.686;16.365
;;Rural ;5,95;0,085;5,79;6,12;1,42;41.339;6.956
;2017;Nacional ;5,80;0,034;5,73;5,87;0,59;149.220;25.531
;;Urbana ;5,75;0,043;5,67;5,84;0,74;100.645;17.436
;;Rural ;5,93;0,052;5,82;6,03;0,88;48.575;8.095
;2018;Nacional ;5,72;0,047;5,63;5,81;0,82;52.691;9.043
;;Urbana ;5,66;0,056;5,55;5,77;1,00;33.142;5.746
;;Rural ;5,90;0,080;5,74;6,06;1,36;19.549;3.297
;2019;Nacional ;5,00;0,031;4,94;5,06;0,61;52.917;10.490
;;Urbana ;4,95;0,038;4,88;5,03;0,78;33.493;6.704
;;Rural ;5,13;0,048;5,04;5,23;0,94;19.424;3.786
;2020;Nacional ;5,10;0,052;5,00;5,20;1,02;73.101;13.870
;;Urbana ;4,96;0,070;4,82;5,09;1,41;28.845;5.722
;;Rural ;5,45;0,052;5,35;5,55;0,94;44.256;8.148
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
