;;;;;;;;;
;Porcentaje de la población que realiza ejercicio o deporte en su tiempo libre más de 3,5 horas a la semana;;;;;;;;
;;;;;;;;;
;Periodo ;Desagregación;"Estimación
(Porcentaje)";"Error estándar 
";"Límite inferior
(Porcentaje)";"Límite superior 
(Porcentaje)";"Coeficiente de variación
(Porcentaje)";Numerador muestral;Denominador muestral 
;2007;Nacional ;9,12;0,003;8,57;9,67;3,08;4.362;51.131
;;Urbana ;10,49;0,004;9,72;11,25;3,71;2.981;29.042
;;Rural ;6,09;0,003;5,56;6,61;4,39;1.381;22.089
;2009;Nacional ;9,38;0,003;8,81;9,95;3,08;5.338;61.142
;;Urbana ;10,56;0,004;9,78;11,35;3,79;3.438;34.019
;;Rural ;6,95;0,003;6,34;7,55;4,47;1.900;27.123
;2013;Nacional ;10,84;0,003;10,22;11,46;2,92;7.268;62.612
;;Urbana ;11,46;0,004;10,63;12,29;3,68;4.743;34.471
;;Rural ;9,50;0,004;8,69;10,32;4,38;2.525;28.141
;2014;Nacional ;8,68;0,002;8,21;9,16;2,79;9.095;88.662
;;Urbana ;8,77;0,003;8,15;9,38;3,59;5.826;53.070
;;Rural ;8,50;0,004;7,80;9,19;4,15;3.269;35.592
;2015;Nacional ;9,60;0,003;9,10;10,09;2,63;8.650;84.841
;;Urbana ;10,10;0,003;9,44;10,75;3,30;5.858;51.125
;;Rural ;8,49;0,003;7,83;9,15;3,97;2.792;33.716
;2016;Nacional ;12,21;0,003;11,66;12,76;2,30;11.364;86.651
;;Urbana ;13,08;0,003;12,40;13,76;2,66;7.630;52.554
;;Rural ;10,27;0,005;9,36;11,18;4,52;3.734;34.097
;2017;Nacional ;11,14;0,003;10,55;11,74;2,72;10.827;85.192
;;Urbana ;11,99;0,004;11,25;12,73;3,14;7.306;51.838
;;Rural ;9,22;0,005;8,27;10,17;5,24;3.521;33.354
;2018;Nacional ;10,08;0,003;9,58;10,58;2,51;8.374;74.320
;;Urbana ;10,82;0,003;10,19;11,46;3,00;5.256;44.559
;;Rural ;8,45;0,004;7,70;9,20;4,53;3.118;29.761
;2019;Nacional ;10,57;0,003;10,06;11,08;2,46;3.322;33.236
;;Urbana ;12,13;0,003;11,46;12,80;2,82;2.464;20.582
;;Rural ;7,10;0,004;6,40;7,79;5,00;858;12.654
;2020;Nacional ;10,46;0,005;9,55;11,37;4,44;1.644;17.076
;;Urbana ;11,29;0,006;10,02;12,56;5,75;759;6.590
;;Rural ;8,61;0,004;7,87;9,35;4,39;885;10.486
