Código Indicador,Código Provincia,Provincia,Código Cantón,Cantón,País,Dimensión,Subcategoría,Indicador,Área,Sexo,Dato Numérico,Población,Dato Cualitativo,Año,Mes,Fuente,Unidad de medida,Grupo,ODS
3008,00,Total Nacional,0000,Total Nacional,Ecuador,Estabilidad económica,Política fiscal,Déficit (% PIB),Total,Total,"-0,86",No Aplica,"Déficit global. Corresponde a la diferencia entre ingresos corrientes y de capital; y, egresos corrientes, de capital e inversión. Registra las operaciones ""sobre la línea"".",2022,,Banco Central del Ecuador,% de PIB,Prosperidad,ODS 8
3008,00,Total Nacional,0000,Total Nacional,Ecuador,Estabilidad económica,Política fiscal,Déficit (% PIB),Total,Total,"-1,59",No Aplica,"Déficit global. Corresponde a la diferencia entre ingresos corrientes y de capital; y, egresos corrientes, de capital e inversión. Registra las operaciones ""sobre la línea"".",2021,,Banco Central del Ecuador,% de PIB,Prosperidad,ODS 8
3008,00,Total Nacional,0000,Total Nacional,Ecuador,Estabilidad económica,Política fiscal,Déficit (% PIB),Total,Total,"-5,49",No Aplica,"Déficit global. Corresponde a la diferencia entre ingresos corrientes y de capital; y, egresos corrientes, de capital e inversión. Registra las operaciones ""sobre la línea"".",2020,,Banco Central del Ecuador,% de PIB,Prosperidad,ODS 8
3008,00,Total Nacional,0000,Total Nacional,Ecuador,Estabilidad económica,Política fiscal,Déficit (% PIB),Total,Total,"-2,46",No Aplica,"Déficit global. Corresponde a la diferencia entre ingresos corrientes y de capital; y, egresos corrientes, de capital e inversión. Registra las operaciones ""sobre la línea"".",2019,,Banco Central del Ecuador,% de PIB,Prosperidad,ODS 8
3008,00,Total Nacional,0000,Total Nacional,Ecuador,Estabilidad económica,Política fiscal,Déficit (% PIB),Total,Total,"-2,46",No Aplica,"Déficit global. Corresponde a la diferencia entre ingresos corrientes y de capital; y, egresos corrientes, de capital e inversión. Registra las operaciones ""sobre la línea"".",2018,,Banco Central del Ecuador,% de PIB,Prosperidad,ODS 8
3008,00,Total Nacional,0000,Total Nacional,Ecuador,Estabilidad económica,Política fiscal,Déficit (% PIB),Total,Total,"-5,39",No Aplica,"Déficit global. Corresponde a la diferencia entre ingresos corrientes y de capital; y, egresos corrientes, de capital e inversión. Registra las operaciones ""sobre la línea"".",2017,,Banco Central del Ecuador,% de PIB,Prosperidad,ODS 8
3008,00,Total Nacional,0000,Total Nacional,Ecuador,Estabilidad económica,Política fiscal,Déficit (% PIB),Total,Total,"-5,34",No Aplica,"Déficit global. Corresponde a la diferencia entre ingresos corrientes y de capital; y, egresos corrientes, de capital e inversión. Registra las operaciones ""sobre la línea"".",2016,,Banco Central del Ecuador,% de PIB,Prosperidad,ODS 8
3008,00,Total Nacional,0000,Total Nacional,Ecuador,Estabilidad económica,Política fiscal,Déficit (% PIB),Total,Total,"-1,68",No Aplica,"Déficit global. Corresponde a la diferencia entre ingresos corrientes y de capital; y, egresos corrientes, de capital e inversión. Registra las operaciones ""sobre la línea"".",2015,,Banco Central del Ecuador,% de PIB,Prosperidad,ODS 8
3008,00,Total Nacional,0000,Total Nacional,Ecuador,Estabilidad económica,Política fiscal,Déficit (% PIB),Total,Total,"-7,19",No Aplica,"Déficit global. Corresponde a la diferencia entre ingresos corrientes y de capital; y, egresos corrientes, de capital e inversión. Registra las operaciones ""sobre la línea"".",2014,,Banco Central del Ecuador,% de PIB,Prosperidad,ODS 8
3008,00,Total Nacional,0000,Total Nacional,Ecuador,Estabilidad económica,Política fiscal,Déficit (% PIB),Total,Total,"-4,22",No Aplica,"Déficit global. Corresponde a la diferencia entre ingresos corrientes y de capital; y, egresos corrientes, de capital e inversión. Registra las operaciones ""sobre la línea"".",2013,,Banco Central del Ecuador,% de PIB,Prosperidad,ODS 8
3008,00,Total Nacional,0000,Total Nacional,Ecuador,Estabilidad económica,Política fiscal,Déficit (% PIB),Total,Total,"-2,01",No Aplica,"Déficit global. Corresponde a la diferencia entre ingresos corrientes y de capital; y, egresos corrientes, de capital e inversión. Registra las operaciones ""sobre la línea"".",2012,,Banco Central del Ecuador,% de PIB,Prosperidad,ODS 8
3008,00,Total Nacional,0000,Total Nacional,Ecuador,Estabilidad económica,Política fiscal,Déficit (% PIB),Total,Total,"-0,56",No Aplica,"Déficit global. Corresponde a la diferencia entre ingresos corrientes y de capital; y, egresos corrientes, de capital e inversión. Registra las operaciones ""sobre la línea"".",2011,,Banco Central del Ecuador,% de PIB,Prosperidad,ODS 8
3008,00,Total Nacional,0000,Total Nacional,Ecuador,Estabilidad económica,Política fiscal,Déficit (% PIB),Total,Total,"-2,42",No Aplica,"Déficit global. Corresponde a la diferencia entre ingresos corrientes y de capital; y, egresos corrientes, de capital e inversión. Registra las operaciones ""sobre la línea"".",2010,,Banco Central del Ecuador,% de PIB,Prosperidad,ODS 8
