Código Indicador,Código Provincia,Provincia,Código Cantón,Cantón,País,Dimensión,Subcategoría,Indicador,Área,Sexo,Dato Numérico,Población,Dato Cualitativo,Año,Mes,Fuente,Unidad de medida,Grupo,ODS,Nacionalidad
1014,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Regularización migratoria,Visas emitidas a personas de nacionalidad venezolana,Total,Hombre,369,No Aplica,"La visa es la autorización que otorga el Estado ecuatoriano a las personas extranjeras para que puedan permanecer en el país por un periodo temporal o permanente. Este indicador agrupa los siguientes tipos de visa: visitante temporal, residente temporal y residente permanente. También considera las visas temporales vinculadas a procesos de protección internacional",2022,8,Ministerio de Relaciones Exteriores y Movilidad Humana,Visas,Paz,"ODS 5, 16",Venezuela
1014,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Regularización migratoria,Visas emitidas a personas de nacionalidad venezolana,Total,Hombre,2448,No Aplica,"La visa es la autorización que otorga el Estado ecuatoriano a las personas extranjeras para que puedan permanecer en el país por un periodo temporal o permanente. Este indicador agrupa los siguientes tipos de visa: visitante temporal, residente temporal y residente permanente. También considera las visas temporales vinculadas a procesos de protección internacional",2022,8,Ministerio de Relaciones Exteriores y Movilidad Humana,Visas,Paz,"ODS 5, 16",Total
1014,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Regularización migratoria,Visas emitidas a personas de nacionalidad venezolana,Total,Mujer,413,No Aplica,"La visa es la autorización que otorga el Estado ecuatoriano a las personas extranjeras para que puedan permanecer en el país por un periodo temporal o permanente. Este indicador agrupa los siguientes tipos de visa: visitante temporal, residente temporal y residente permanente. También considera las visas temporales vinculadas a procesos de protección internacional",2022,8,Ministerio de Relaciones Exteriores y Movilidad Humana,Visas,Paz,"ODS 5, 16",Venezuela
1014,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Regularización migratoria,Visas emitidas a personas de nacionalidad venezolana,Total,Mujer,2148,No Aplica,"La visa es la autorización que otorga el Estado ecuatoriano a las personas extranjeras para que puedan permanecer en el país por un periodo temporal o permanente. Este indicador agrupa los siguientes tipos de visa: visitante temporal, residente temporal y residente permanente. También considera las visas temporales vinculadas a procesos de protección internacional",2022,8,Ministerio de Relaciones Exteriores y Movilidad Humana,Visas,Paz,"ODS 5, 16",Total
1014,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Regularización migratoria,Visas emitidas a personas de nacionalidad venezolana,Total,Total,782,No Aplica,"La visa es la autorización que otorga el Estado ecuatoriano a las personas extranjeras para que puedan permanecer en el país por un periodo temporal o permanente. Este indicador agrupa los siguientes tipos de visa: visitante temporal, residente temporal y residente permanente. También considera las visas temporales vinculadas a procesos de protección internacional",2022,8,Ministerio de Relaciones Exteriores y Movilidad Humana,Visas,Paz,"ODS 5, 16",Venezuela
1014,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Regularización migratoria,Visas emitidas a personas de nacionalidad venezolana,Total,Total,4596,No Aplica,"La visa es la autorización que otorga el Estado ecuatoriano a las personas extranjeras para que puedan permanecer en el país por un periodo temporal o permanente. Este indicador agrupa los siguientes tipos de visa: visitante temporal, residente temporal y residente permanente. También considera las visas temporales vinculadas a procesos de protección internacional",2022,8,Ministerio de Relaciones Exteriores y Movilidad Humana,Visas,Paz,"ODS 5, 16",Total
1014,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Regularización migratoria,Visas emitidas a personas de nacionalidad venezolana,Total,Hombre,337,No Aplica,"La visa es la autorización que otorga el Estado ecuatoriano a las personas extranjeras para que puedan permanecer en el país por un periodo temporal o permanente. Este indicador agrupa los siguientes tipos de visa: visitante temporal, residente temporal y residente permanente. También considera las visas temporales vinculadas a procesos de protección internacional",2022,7,Ministerio de Relaciones Exteriores y Movilidad Humana,Visas,Paz,"ODS 5, 16",Venezuela
1014,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Regularización migratoria,Visas emitidas a personas de nacionalidad venezolana,Total,Hombre,2184,No Aplica,"La visa es la autorización que otorga el Estado ecuatoriano a las personas extranjeras para que puedan permanecer en el país por un periodo temporal o permanente. Este indicador agrupa los siguientes tipos de visa: visitante temporal, residente temporal y residente permanente. También considera las visas temporales vinculadas a procesos de protección internacional",2022,7,Ministerio de Relaciones Exteriores y Movilidad Humana,Visas,Paz,"ODS 5, 16",Total
1014,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Regularización migratoria,Visas emitidas a personas de nacionalidad venezolana,Total,Mujer,428,No Aplica,"La visa es la autorización que otorga el Estado ecuatoriano a las personas extranjeras para que puedan permanecer en el país por un periodo temporal o permanente. Este indicador agrupa los siguientes tipos de visa: visitante temporal, residente temporal y residente permanente. También considera las visas temporales vinculadas a procesos de protección internacional",2022,7,Ministerio de Relaciones Exteriores y Movilidad Humana,Visas,Paz,"ODS 5, 16",Venezuela
1014,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Regularización migratoria,Visas emitidas a personas de nacionalidad venezolana,Total,Mujer,1840,No Aplica,"La visa es la autorización que otorga el Estado ecuatoriano a las personas extranjeras para que puedan permanecer en el país por un periodo temporal o permanente. Este indicador agrupa los siguientes tipos de visa: visitante temporal, residente temporal y residente permanente. También considera las visas temporales vinculadas a procesos de protección internacional",2022,7,Ministerio de Relaciones Exteriores y Movilidad Humana,Visas,Paz,"ODS 5, 16",Total
