Código Indicador,Código Provincia,Provincia,Código Cantón,Cantón,País,Dimensión,Subcategoría,Indicador,Área,Sexo,Dato Numérico,Población,Dato Cualitativo,Año,Mes,Fuente,Unidad de medida,Grupo,ODS,Nacionalidad
1012,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Personas de nacionalidad venezolana que recibieron estatus de refugiado,Total,Hombre,113,No Aplica,"Las personas en posible necesidad de protección internacional pueden presentarse e impulsar una solicitud de refugio y apatridia. Los refugiados reconocidos en el Ecuador tienen la obligación de acatar las leyes y normativa interna, así como las medidas adoptadas para el mantenimiento del orden público, al igual que todo ciudadano ecuatoriano.",2022,8,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1012,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Personas de nacionalidad venezolana que recibieron estatus de refugiado,Total,Hombre,16,No Aplica,"Las personas en posible necesidad de protección internacional pueden presentarse e impulsar una solicitud de refugio y apatridia. Los refugiados reconocidos en el Ecuador tienen la obligación de acatar las leyes y normativa interna, así como las medidas adoptadas para el mantenimiento del orden público, al igual que todo ciudadano ecuatoriano.",2022,8,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1012,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Personas de nacionalidad venezolana que recibieron estatus de refugiado,Total,Mujer,122,No Aplica,"Las personas en posible necesidad de protección internacional pueden presentarse e impulsar una solicitud de refugio y apatridia. Los refugiados reconocidos en el Ecuador tienen la obligación de acatar las leyes y normativa interna, así como las medidas adoptadas para el mantenimiento del orden público, al igual que todo ciudadano ecuatoriano.",2022,8,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1012,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Personas de nacionalidad venezolana que recibieron estatus de refugiado,Total,Mujer,26,No Aplica,"Las personas en posible necesidad de protección internacional pueden presentarse e impulsar una solicitud de refugio y apatridia. Los refugiados reconocidos en el Ecuador tienen la obligación de acatar las leyes y normativa interna, así como las medidas adoptadas para el mantenimiento del orden público, al igual que todo ciudadano ecuatoriano.",2022,8,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1012,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Personas de nacionalidad venezolana que recibieron estatus de refugiado,Total,Total,235,No Aplica,"Las personas en posible necesidad de protección internacional pueden presentarse e impulsar una solicitud de refugio y apatridia. Los refugiados reconocidos en el Ecuador tienen la obligación de acatar las leyes y normativa interna, así como las medidas adoptadas para el mantenimiento del orden público, al igual que todo ciudadano ecuatoriano.",2022,8,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1012,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Personas de nacionalidad venezolana que recibieron estatus de refugiado,Total,Total,42,No Aplica,"Las personas en posible necesidad de protección internacional pueden presentarse e impulsar una solicitud de refugio y apatridia. Los refugiados reconocidos en el Ecuador tienen la obligación de acatar las leyes y normativa interna, así como las medidas adoptadas para el mantenimiento del orden público, al igual que todo ciudadano ecuatoriano.",2022,8,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1012,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Personas de nacionalidad venezolana que recibieron estatus de refugiado,Total,Hombre,147,No Aplica,"Las personas en posible necesidad de protección internacional pueden presentarse e impulsar una solicitud de refugio y apatridia. Los refugiados reconocidos en el Ecuador tienen la obligación de acatar las leyes y normativa interna, así como las medidas adoptadas para el mantenimiento del orden público, al igual que todo ciudadano ecuatoriano.",2022,7,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1012,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Personas de nacionalidad venezolana que recibieron estatus de refugiado,Total,Hombre,18,No Aplica,"Las personas en posible necesidad de protección internacional pueden presentarse e impulsar una solicitud de refugio y apatridia. Los refugiados reconocidos en el Ecuador tienen la obligación de acatar las leyes y normativa interna, así como las medidas adoptadas para el mantenimiento del orden público, al igual que todo ciudadano ecuatoriano.",2022,7,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
1012,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Personas de nacionalidad venezolana que recibieron estatus de refugiado,Total,Mujer,162,No Aplica,"Las personas en posible necesidad de protección internacional pueden presentarse e impulsar una solicitud de refugio y apatridia. Los refugiados reconocidos en el Ecuador tienen la obligación de acatar las leyes y normativa interna, así como las medidas adoptadas para el mantenimiento del orden público, al igual que todo ciudadano ecuatoriano.",2022,7,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Total
1012,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Protección internacional,Personas de nacionalidad venezolana que recibieron estatus de refugiado,Total,Mujer,21,No Aplica,"Las personas en posible necesidad de protección internacional pueden presentarse e impulsar una solicitud de refugio y apatridia. Los refugiados reconocidos en el Ecuador tienen la obligación de acatar las leyes y normativa interna, así como las medidas adoptadas para el mantenimiento del orden público, al igual que todo ciudadano ecuatoriano.",2022,7,Ministerio de Relaciones Exteriores y Movilidad Humana,Personas,Paz,"ODS 5, 16",Venezuela
