Código Indicador,Código Provincia,Provincia,Código Cantón,Cantón,País,Dimensión,Subcategoría,Indicador,Área,Sexo,Dato Numérico,Población,Dato Cualitativo,Año,Mes,Fuente,Unidad de medida,Grupo,ODS,Nacionalidad
1008,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Regularización migratoria,Casos de atención y protección a venezolanos en vulnerabilidad,Total,Mujer,"2,0",No Aplica,"Datos provienen de reporte de MREMH sobre ""Atención y protección a la comunidad extranjera en vulnerabilidad en territorio ecuatoriano"". Casos se refieren a situación migratoria, apoyo en regularización de situación migratoria, fallecimiento de personas extranjeras, situación de PPL, información a extranjeros, etc.",2022,8,Ministerio de Relaciones Exteriores y Movilidad Humana,Casos,Paz,"ODS 5, 16",Venezuela
1008,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Regularización migratoria,Casos de atención y protección a venezolanos en vulnerabilidad,Total,Mujer,"10,0",No Aplica,"Datos provienen de reporte de MREMH sobre ""Atención y protección a la comunidad extranjera en vulnerabilidad en territorio ecuatoriano"". Casos se refieren a situación migratoria, apoyo en regularización de situación migratoria, fallecimiento de personas extranjeras, situación de PPL, información a extranjeros, etc.",2022,8,Ministerio de Relaciones Exteriores y Movilidad Humana,Casos,Paz,"ODS 5, 16",Total
1008,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Regularización migratoria,Casos de atención y protección a venezolanos en vulnerabilidad,Total,Hombre,"1,0",No Aplica,"Datos provienen de reporte de MREMH sobre ""Atención y protección a la comunidad extranjera en vulnerabilidad en territorio ecuatoriano"". Casos se refieren a situación migratoria, apoyo en regularización de situación migratoria, fallecimiento de personas extranjeras, situación de PPL, información a extranjeros, etc.",2022,8,Ministerio de Relaciones Exteriores y Movilidad Humana,Casos,Paz,"ODS 5, 16",Venezuela
1008,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Regularización migratoria,Casos de atención y protección a venezolanos en vulnerabilidad,Total,Hombre,"9,0",No Aplica,"Datos provienen de reporte de MREMH sobre ""Atención y protección a la comunidad extranjera en vulnerabilidad en territorio ecuatoriano"". Casos se refieren a situación migratoria, apoyo en regularización de situación migratoria, fallecimiento de personas extranjeras, situación de PPL, información a extranjeros, etc.",2022,8,Ministerio de Relaciones Exteriores y Movilidad Humana,Casos,Paz,"ODS 5, 16",Total
1008,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Regularización migratoria,Casos de atención y protección a venezolanos en vulnerabilidad,Total,Total,"3,0",No Aplica,"Datos provienen de reporte de MREMH sobre ""Atención y protección a la comunidad extranjera en vulnerabilidad en territorio ecuatoriano"". Casos se refieren a situación migratoria, apoyo en regularización de situación migratoria, fallecimiento de personas extranjeras, situación de PPL, información a extranjeros, etc.",2022,8,Ministerio de Relaciones Exteriores y Movilidad Humana,Casos,Paz,"ODS 5, 16",Venezuela
1008,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Regularización migratoria,Casos de atención y protección a venezolanos en vulnerabilidad,Total,Total,"19,0",No Aplica,"Datos provienen de reporte de MREMH sobre ""Atención y protección a la comunidad extranjera en vulnerabilidad en territorio ecuatoriano"". Casos se refieren a situación migratoria, apoyo en regularización de situación migratoria, fallecimiento de personas extranjeras, situación de PPL, información a extranjeros, etc.",2022,8,Ministerio de Relaciones Exteriores y Movilidad Humana,Casos,Paz,"ODS 5, 16",Total
1008,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Regularización migratoria,Casos de atención y protección a venezolanos en vulnerabilidad,Total,Mujer,"1,0",No Aplica,"Datos provienen de reporte de MREMH sobre ""Atención y protección a la comunidad extranjera en vulnerabilidad en territorio ecuatoriano"". Casos se refieren a situación migratoria, apoyo en regularización de situación migratoria, fallecimiento de personas extranjeras, situación de PPL, información a extranjeros, etc.",2022,7,Ministerio de Relaciones Exteriores y Movilidad Humana,Casos,Paz,"ODS 5, 16",Venezuela
1008,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Regularización migratoria,Casos de atención y protección a venezolanos en vulnerabilidad,Total,Mujer,"7,0",No Aplica,"Datos provienen de reporte de MREMH sobre ""Atención y protección a la comunidad extranjera en vulnerabilidad en territorio ecuatoriano"". Casos se refieren a situación migratoria, apoyo en regularización de situación migratoria, fallecimiento de personas extranjeras, situación de PPL, información a extranjeros, etc.",2022,7,Ministerio de Relaciones Exteriores y Movilidad Humana,Casos,Paz,"ODS 5, 16",Total
1008,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Regularización migratoria,Casos de atención y protección a venezolanos en vulnerabilidad,Total,Hombre,"1,0",No Aplica,"Datos provienen de reporte de MREMH sobre ""Atención y protección a la comunidad extranjera en vulnerabilidad en territorio ecuatoriano"". Casos se refieren a situación migratoria, apoyo en regularización de situación migratoria, fallecimiento de personas extranjeras, situación de PPL, información a extranjeros, etc.",2022,7,Ministerio de Relaciones Exteriores y Movilidad Humana,Casos,Paz,"ODS 5, 16",Venezuela
1008,00,Total Nacional,0000,Total Nacional,Ecuador,Desplazamiento y migración,Regularización migratoria,Casos de atención y protección a venezolanos en vulnerabilidad,Total,Hombre,"8,0",No Aplica,"Datos provienen de reporte de MREMH sobre ""Atención y protección a la comunidad extranjera en vulnerabilidad en territorio ecuatoriano"". Casos se refieren a situación migratoria, apoyo en regularización de situación migratoria, fallecimiento de personas extranjeras, situación de PPL, información a extranjeros, etc.",2022,7,Ministerio de Relaciones Exteriores y Movilidad Humana,Casos,Paz,"ODS 5, 16",Total
